Actual Price ($),Predicted Price ($),Absolute Error ($),Accuracy (%)
"$267,000","$286,247","$19,247",92.79
"$340,000","$324,058","$15,942",95.31
"$325,000","$323,062","$1,938",99.4
"$365,000","$443,013","$78,013",78.63
"$299,899","$255,628","$44,271",85.24
"$345,000","$379,317","$34,317",90.05
"$229,000","$223,748","$5,252",97.71
"$265,000","$270,291","$5,291",98.0
"$269,950","$291,327","$21,377",92.08
"$435,000","$383,492","$51,508",88.16
"$309,990","$383,347","$73,357",76.34
"$314,900","$368,719","$53,819",82.91
"$317,500","$283,240","$34,260",89.21
"$289,000","$241,430","$47,570",83.54
"$345,000","$293,962","$51,038",85.21
"$284,900","$322,714","$37,814",86.73
"$300,000","$378,288","$78,288",73.9
"$309,900","$310,953","$1,053",99.66
"$389,000","$340,828","$48,172",87.62
"$309,900","$295,888","$14,012",95.48
"$315,000","$315,540",$540,99.83
"$396,850","$360,794","$36,056",90.91
"$525,255","$566,185","$40,930",92.21
"$314,990","$344,614","$29,624",90.6
"$350,000","$329,056","$20,944",94.02
"$550,000","$555,835","$5,835",98.94
"$305,000","$270,958","$34,042",88.84
"$239,900","$236,339","$3,561",98.52
"$316,000","$326,306","$10,306",96.74
"$305,000","$270,151","$34,849",88.57
"$299,900","$268,805","$31,095",89.63
"$499,900","$526,212","$26,312",94.74
"$349,000","$313,687","$35,313",89.88
"$249,900","$235,770","$14,130",94.35
"$300,000","$319,410","$19,410",93.53
"$329,124","$337,019","$7,895",97.6
"$390,000","$374,072","$15,928",95.92
"$339,000","$301,282","$37,718",88.87
"$274,000","$267,965","$6,035",97.8
"$470,000","$310,533","$159,467",66.07
"$419,900","$383,486","$36,414",91.33
"$198,900","$292,727","$93,827",52.83
"$327,499","$289,583","$37,916",88.42
"$275,000","$285,997","$10,997",96.0
"$299,900","$308,986","$9,086",96.97
"$375,000","$299,704","$75,296",79.92
"$685,000","$644,153","$40,847",94.04
"$307,000","$301,379","$5,621",98.17
"$599,000","$493,987","$105,013",82.47
"$299,900","$256,069","$43,831",85.38
"$440,000","$407,085","$32,915",92.52
"$365,000","$397,115","$32,115",91.2
"$254,900","$273,032","$18,132",92.89
"$299,000","$259,107","$39,893",86.66
"$675,000","$909,100","$234,100",65.32
"$425,000","$407,726","$17,274",95.94
"$299,900","$299,094",$806,99.73
"$499,999","$654,080","$154,081",69.18
"$525,000","$609,922","$84,922",83.82
"$385,000","$385,889",$889,99.77
"$650,000","$520,376","$129,624",80.06
"$475,000","$513,300","$38,300",91.94
"$560,000","$555,376","$4,624",99.17
"$449,900","$468,674","$18,774",95.83
"$575,000","$568,971","$6,029",98.95
"$575,000","$696,665","$121,665",78.84
"$429,000","$409,253","$19,747",95.4
"$725,000","$688,012","$36,988",94.9
"$595,000","$506,577","$88,423",85.14
"$350,000","$366,588","$16,588",95.26
"$525,000","$485,808","$39,192",92.53
"$459,000","$525,298","$66,298",85.56
"$329,900","$303,261","$26,639",91.93
"$644,580","$561,615","$82,965",87.13
"$450,000","$471,339","$21,339",95.26
"$424,900","$417,608","$7,292",98.28
"$329,000","$504,663","$175,663",46.61
"$455,000","$505,004","$50,004",89.01
"$459,000","$435,435","$23,565",94.87
"$274,900","$298,943","$24,043",91.25
"$284,900","$449,587","$164,687",42.19
"$500,000","$551,392","$51,392",89.72
"$275,000","$351,521","$76,521",72.17
"$475,000","$441,795","$33,205",93.01
"$345,000","$435,601","$90,601",73.74
"$434,003","$493,057","$59,054",86.39
"$390,000","$477,520","$87,520",77.56
"$650,000","$732,537","$82,537",87.3
"$550,000","$591,860","$41,860",92.39
"$335,000","$325,008","$9,992",97.02
"$430,000","$451,229","$21,229",95.06
"$430,000","$424,872","$5,128",98.81
"$390,000","$451,303","$61,303",84.28
"$615,000","$548,354","$66,646",89.16
"$319,000","$372,424","$53,424",83.25
"$295,000","$345,240","$50,240",82.97
"$291,990","$293,084","$1,094",99.63
"$239,990","$318,266","$78,276",67.38
"$249,000","$256,251","$7,251",97.09
"$279,999","$294,776","$14,777",94.72
"$164,900","$225,196","$60,296",63.43
"$136,000","$206,221","$70,221",48.37
"$167,000","$203,651","$36,651",78.05
"$255,900","$258,371","$2,471",99.03
"$265,000","$282,720","$17,720",93.31
"$338,500","$348,939","$10,439",96.92
"$225,000","$220,511","$4,489",98.0
"$230,000","$232,828","$2,828",98.77
"$269,900","$311,017","$41,117",84.77
"$118,900","$285,677","$166,777",-40.27
"$262,500","$252,766","$9,734",96.29
"$235,000","$243,526","$8,526",96.37
"$225,000","$235,974","$10,974",95.12
"$225,000","$212,074","$12,926",94.26
"$289,000","$260,746","$28,254",90.22
"$249,000","$304,240","$55,240",77.82
"$189,900","$206,503","$16,603",91.26
"$309,900","$400,433","$90,533",70.79
"$955,000","$920,596","$34,404",96.4
"$639,000","$524,344","$114,656",82.06
"$249,900","$387,011","$137,111",45.13
"$449,000","$414,836","$34,164",92.39
"$429,000","$392,251","$36,749",91.43
"$720,000","$692,619","$27,381",96.2
"$730,000","$426,575","$303,425",58.43
"$789,000","$729,904","$59,096",92.51
"$799,000","$783,416","$15,584",98.05
"$425,000","$413,697","$11,303",97.34
"$619,000","$503,052","$115,948",81.27
"$470,000","$482,458","$12,458",97.35
"$340,000","$345,329","$5,329",98.43
"$750,000","$744,524","$5,476",99.27
"$699,900","$617,288","$82,612",88.2
"$849,900","$644,159","$205,741",75.79
"$450,000","$369,038","$80,962",82.01
"$519,000","$406,050","$112,950",78.24
"$512,000","$575,677","$63,677",87.56
"$425,000","$421,964","$3,036",99.29
"$739,900","$504,076","$235,824",68.13
"$750,000","$611,032","$138,968",81.47
"$525,000","$427,013","$97,987",81.34
"$360,000","$252,660","$107,340",70.18
"$525,000","$521,400","$3,600",99.31
"$449,500","$412,351","$37,149",91.74
"$895,000","$646,600","$248,400",72.25
"$648,900","$563,560","$85,340",86.85
"$533,300","$385,665","$147,635",72.32
"$249,900","$357,606","$107,706",56.9
"$404,900","$374,922","$29,978",92.6
"$449,000","$333,372","$115,628",74.25
"$599,900","$589,285","$10,615",98.23
"$668,000","$694,832","$26,832",95.98
"$660,000","$640,055","$19,945",96.98
"$500,000","$506,067","$6,067",98.79
"$333,000","$356,053","$23,053",93.08
"$600,000","$280,808","$319,192",46.8
"$589,500","$602,501","$13,001",97.79
"$825,000","$656,467","$168,533",79.57
"$334,900","$347,551","$12,651",96.22
"$350,000","$335,709","$14,291",95.92
"$339,900","$338,545","$1,355",99.6
"$385,000","$393,008","$8,008",97.92
"$355,000","$355,808",$808,99.77
"$300,000","$310,029","$10,029",96.66
"$469,000","$469,898",$898,99.81
"$225,000","$254,803","$29,803",86.75
"$399,999","$412,052","$12,053",96.99
"$539,900","$498,022","$41,878",92.24
"$199,000","$230,494","$31,494",84.17
"$635,000","$492,863","$142,137",77.62
"$420,000","$488,271","$68,271",83.74
"$480,000","$376,789","$103,211",78.5
"$585,000","$510,254","$74,746",87.22
"$469,000","$377,542","$91,458",80.5
"$585,000","$530,109","$54,891",90.62
"$675,000","$610,847","$64,153",90.5
"$484,900","$596,883","$111,983",76.91
"$349,000","$335,168","$13,832",96.04
"$385,000","$394,905","$9,905",97.43
"$435,900","$436,769",$869,99.8
"$269,500","$298,236","$28,736",89.34
"$304,999","$453,130","$148,131",51.43
"$609,000","$601,725","$7,275",98.81
"$150,000","$306,403","$156,403",-4.27
"$725,000","$676,233","$48,767",93.27
"$646,000","$533,395","$112,605",82.57
"$387,900","$386,221","$1,679",99.57
"$420,000","$406,060","$13,940",96.68
"$567,500","$444,916","$122,584",78.4
"$342,999","$389,694","$46,695",86.39
"$350,000","$376,447","$26,447",92.44
"$395,000","$395,341",$341,99.91
"$475,000","$425,827","$49,173",89.65
"$450,000","$388,939","$61,061",86.43
"$345,000","$278,324","$66,676",80.67
"$385,000","$397,659","$12,659",96.71
"$514,990","$480,633","$34,357",93.33
"$224,500","$331,681","$107,181",52.26
"$459,950","$393,250","$66,700",85.5
"$389,900","$402,964","$13,064",96.65
"$315,000","$293,055","$21,945",93.03
"$382,200","$426,969","$44,769",88.29
"$359,999","$318,103","$41,896",88.36
"$439,000","$444,182","$5,182",98.82
"$285,000","$314,982","$29,982",89.48
"$529,900","$510,065","$19,835",96.26
"$1,130,000","$753,219","$376,781",66.66
"$499,900","$411,287","$88,613",82.27
"$440,000","$443,720","$3,720",99.15
"$510,000","$448,338","$61,662",87.91
"$275,000","$248,374","$26,626",90.32
"$699,895","$556,159","$143,736",79.46
"$359,000","$321,535","$37,465",89.56
"$435,000","$383,677","$51,323",88.2
"$409,000","$363,734","$45,266",88.93
"$499,900","$546,951","$47,051",90.59
"$599,000","$633,865","$34,865",94.18
"$599,000","$543,705","$55,295",90.77
"$479,997","$433,499","$46,498",90.31
"$499,000","$490,824","$8,176",98.36
"$429,000","$612,407","$183,407",57.25
"$549,999","$501,355","$48,644",91.16
"$539,000","$472,175","$66,825",87.6
"$515,000","$528,071","$13,071",97.46
"$375,000","$333,009","$41,991",88.8
"$375,000","$329,965","$45,035",87.99
"$395,000","$354,094","$40,906",89.64
"$365,000","$397,663","$32,663",91.05
"$399,999","$399,398",$601,99.85
"$342,900","$377,286","$34,386",89.97
"$305,000","$376,291","$71,291",76.63
"$279,000","$257,056","$21,944",92.13
"$355,000","$334,739","$20,261",94.29
"$395,000","$439,766","$44,766",88.67
"$450,000","$380,801","$69,199",84.62
"$355,000","$345,302","$9,698",97.27
"$318,000","$261,217","$56,783",82.14
"$225,000","$229,661","$4,661",97.93
"$369,000","$302,141","$66,859",81.88
"$280,000","$355,956","$75,956",72.87
"$339,900","$340,550",$650,99.81
"$407,500","$365,674","$41,826",89.74
"$500,000","$470,843","$29,157",94.17
"$279,945","$375,616","$95,671",65.83
"$275,000","$263,452","$11,548",95.8
"$179,950","$380,220","$200,270",-11.29
"$399,000","$355,937","$43,063",89.21
"$450,000","$444,733","$5,267",98.83
"$259,950","$491,900","$231,950",10.77
"$699,900","$547,622","$152,278",78.24
"$499,000","$439,262","$59,738",88.03
"$359,900","$422,760","$62,860",82.53
"$349,000","$378,595","$29,595",91.52
"$429,000","$535,491","$106,491",75.18
"$705,000","$575,137","$129,863",81.58
"$685,000","$608,153","$76,847",88.78
"$540,000","$507,260","$32,740",93.94
"$349,900","$306,518","$43,382",87.6
"$380,000","$379,747",$253,99.93
"$389,000","$370,301","$18,699",95.19
"$320,000","$339,785","$19,785",93.82
"$220,000","$249,126","$29,126",86.76
"$329,000","$374,749","$45,749",86.09
"$435,000","$388,924","$46,076",89.41
"$395,000","$352,317","$42,683",89.19
"$454,454","$476,006","$21,552",95.26
"$389,000","$402,710","$13,710",96.48
"$575,000","$511,864","$63,136",89.02
"$300,000","$393,094","$93,094",68.97
"$425,000","$423,770","$1,230",99.71
"$438,900","$397,048","$41,852",90.46
"$409,999","$363,335","$46,664",88.62
"$529,900","$771,331","$241,431",54.44
"$529,000","$466,555","$62,445",88.2
"$236,900","$357,067","$120,167",49.28
"$745,000","$609,838","$135,162",81.86
"$369,900","$435,380","$65,480",82.3
"$450,000","$439,802","$10,198",97.73
"$341,000","$372,687","$31,687",90.71
"$499,900","$474,626","$25,274",94.94
"$195,000","$330,153","$135,153",30.69
"$335,000","$280,412","$54,588",83.71
"$675,000","$556,074","$118,926",82.38
"$599,000","$551,505","$47,495",92.07
"$610,000","$504,509","$105,491",82.71
"$198,400","$302,406","$104,006",47.58
"$199,888","$210,736","$10,848",94.57
"$629,900","$556,780","$73,120",88.39
"$605,000","$373,091","$231,909",61.67
"$559,000","$458,929","$100,071",82.1
"$259,900","$261,211","$1,311",99.5
"$400,000","$355,395","$44,605",88.85
"$389,900","$482,418","$92,518",76.27
"$400,000","$532,591","$132,591",66.85
"$749,900","$604,209","$145,691",80.57
"$175,000","$226,164","$51,164",70.76
"$419,900","$438,125","$18,225",95.66
"$435,000","$454,981","$19,981",95.41
"$259,900","$362,546","$102,646",60.51
"$397,000","$360,665","$36,335",90.85
"$515,000","$378,021","$136,979",73.4
"$450,000","$363,383","$86,617",80.75
"$459,900","$401,493","$58,407",87.3
"$284,900","$320,438","$35,538",87.53
"$139,500","$228,616","$89,116",36.12
"$689,900","$630,685","$59,215",91.42
"$469,900","$434,287","$35,613",92.42
"$419,000","$383,282","$35,718",91.48
"$375,000","$381,886","$6,886",98.16
"$248,000","$233,091","$14,909",93.99
"$235,000","$233,465","$1,535",99.35
"$199,900","$246,043","$46,143",76.92
"$222,000","$246,035","$24,035",89.17
"$449,000","$400,102","$48,898",89.11
"$409,900","$369,596","$40,304",90.17
"$195,000","$231,597","$36,597",81.23
"$405,000","$371,988","$33,012",91.85
"$390,000","$381,480","$8,520",97.82
"$329,900","$440,292","$110,392",66.54
"$339,900","$437,283","$97,383",71.35
"$369,000","$398,931","$29,931",91.89
"$265,000","$378,827","$113,827",57.05
"$186,000","$364,767","$178,767",3.89
"$435,000","$399,695","$35,305",91.88
"$313,000","$301,534","$11,466",96.34
"$437,000","$451,107","$14,107",96.77
"$550,000","$563,003","$13,003",97.64
"$339,900","$300,635","$39,265",88.45
"$285,000","$210,212","$74,788",73.76
"$337,000","$364,837","$27,837",91.74
"$200,000","$240,205","$40,205",79.9
"$375,000","$337,002","$37,998",89.87
"$295,000","$239,541","$55,459",81.2
"$385,000","$363,337","$21,663",94.37
"$414,000","$434,313","$20,313",95.09
"$469,500","$353,811","$115,689",75.36
"$303,900","$282,670","$21,230",93.01
"$295,000","$294,852",$148,99.95
"$339,900","$336,372","$3,528",98.96
"$375,000","$326,926","$48,074",87.18
"$285,000","$354,160","$69,160",75.73
"$299,000","$288,595","$10,405",96.52
"$285,000","$272,204","$12,796",95.51
"$285,000","$283,893","$1,107",99.61
"$489,000","$559,103","$70,103",85.66
"$484,500","$453,546","$30,954",93.61
"$510,000","$443,679","$66,321",87.0
"$340,000","$383,171","$43,171",87.3
"$383,900","$340,944","$42,956",88.81
"$340,000","$339,199",$801,99.76
"$239,990","$266,756","$26,766",88.85
"$375,000","$395,497","$20,497",94.53
"$149,500","$301,076","$151,576",-1.39
"$152,500","$284,146","$131,646",13.67
"$250,000","$313,845","$63,845",74.46
"$435,000","$381,578","$53,422",87.72
"$343,000","$311,301","$31,699",90.76
"$382,000","$349,053","$32,947",91.38
"$285,000","$310,941","$25,941",90.9
"$239,900","$273,747","$33,847",85.89
"$250,000","$268,637","$18,637",92.55
"$339,900","$309,715","$30,185",91.12
"$252,500","$349,722","$97,222",61.5
"$455,000","$375,776","$79,224",82.59
"$228,000","$352,075","$124,075",45.58
"$308,000","$266,197","$41,803",86.43
"$369,900","$358,021","$11,879",96.79
"$390,000","$362,619","$27,381",92.98
"$499,900","$427,317","$72,583",85.48
"$309,500","$380,591","$71,091",77.03
"$429,900","$366,300","$63,600",85.21
"$415,000","$313,209","$101,791",75.47
"$335,000","$284,949","$50,051",85.06
"$300,000","$310,767","$10,767",96.41
"$599,999","$560,490","$39,509",93.42
"$674,999","$541,004","$133,995",80.15
"$225,000","$225,120",$120,99.95
"$444,000","$406,342","$37,658",91.52
"$1,175,000","$814,103","$360,897",69.29
"$250,000","$289,122","$39,122",84.35
"$650,000","$461,639","$188,361",71.02
"$627,000","$760,006","$133,006",78.79
"$375,000","$416,703","$41,703",88.88
"$510,000","$410,783","$99,217",80.55
"$1,450,000","$981,461","$468,539",67.69
"$410,000","$404,771","$5,229",98.72
"$799,000","$590,570","$208,430",73.91
"$1,425,000","$426,281","$998,719",29.91
"$699,999","$489,587","$210,412",69.94
"$795,000","$831,298","$36,298",95.43
"$700,000","$624,768","$75,232",89.25
"$850,000","$579,334","$270,666",68.16
"$550,000","$483,629","$66,371",87.93
"$1,495,000","$1,020,935","$474,065",68.29
"$390,000","$434,356","$44,356",88.63
"$1,150,000","$1,135,300","$14,700",98.72
"$1,499,900","$961,829","$538,071",64.13
"$699,900","$656,562","$43,338",93.81
"$649,900","$431,246","$218,654",66.36
"$700,000","$524,173","$175,827",74.88
"$689,000","$661,184","$27,816",95.96
"$675,000","$602,724","$72,276",89.29
"$390,000","$527,070","$137,070",64.85
"$1,449,900","$810,945","$638,955",55.93
"$559,900","$458,183","$101,717",81.83
"$1,450,000","$1,035,989","$414,011",71.45
"$450,000","$430,565","$19,435",95.68
"$637,500","$609,270","$28,230",95.57
"$579,000","$906,797","$327,797",43.39
"$699,000","$740,225","$41,225",94.1
"$894,000","$612,312","$281,688",68.49
"$774,990","$593,147","$181,843",76.54
"$600,000","$547,525","$52,475",91.25
"$325,000","$508,099","$183,099",43.66
"$519,250","$587,011","$67,761",86.95
"$519,900","$1,069,677","$549,777",-5.75
"$629,900","$372,584","$257,316",59.15
"$1,350,000","$888,121","$461,879",65.79
"$825,000","$677,342","$147,658",82.1
"$540,000","$575,144","$35,144",93.49
"$565,000","$995,828","$430,828",23.75
"$969,000","$856,478","$112,522",88.39
"$999,900","$822,222","$177,678",82.23
"$899,990","$415,858","$484,132",46.21
"$549,000","$440,047","$108,953",80.15
"$565,000","$354,780","$210,220",62.79
"$875,000","$501,108","$373,892",57.27
"$785,000","$675,080","$109,920",86.0
"$599,900","$585,788","$14,112",97.65
"$315,000","$474,426","$159,426",49.39
"$559,000","$556,480","$2,520",99.55
"$499,999","$461,978","$38,021",92.4
"$380,000","$419,800","$39,800",89.53
"$899,500","$564,640","$334,860",62.77
"$772,000","$542,617","$229,383",70.29
"$250,000","$392,720","$142,720",42.91
"$499,900","$466,428","$33,472",93.3
"$385,000","$378,851","$6,149",98.4
"$349,900","$408,527","$58,627",83.24
"$324,990","$389,832","$64,842",80.05
"$669,000","$481,226","$187,774",71.93
"$469,000","$539,920","$70,920",84.88
"$102,000","$484,122","$382,122",-274.63
"$375,000","$348,911","$26,089",93.04
"$695,000","$603,342","$91,658",86.81
"$290,000","$382,381","$92,381",68.14
"$419,000","$373,228","$45,772",89.08
"$587,000","$626,706","$39,706",93.24
"$477,500","$370,082","$107,418",77.5
"$400,000","$487,311","$87,311",78.17
"$275,000","$506,802","$231,802",15.71
"$434,900","$427,430","$7,470",98.28
"$420,000","$459,076","$39,076",90.7
"$740,000","$627,846","$112,154",84.84
"$539,900","$632,961","$93,061",82.76
"$399,500","$304,700","$94,800",76.27
"$449,950","$485,294","$35,344",92.14
"$789,000","$617,227","$171,773",78.23
"$405,000","$368,571","$36,429",91.01
"$929,000","$623,836","$305,164",67.15
"$535,000","$532,240","$2,760",99.48
"$595,500","$464,062","$131,438",77.93
"$424,888","$428,191","$3,303",99.22
"$660,000","$571,831","$88,169",86.64
"$369,900","$361,384","$8,516",97.7
"$540,000","$519,539","$20,461",96.21
"$350,000","$414,229","$64,229",81.65
"$319,900","$460,971","$141,071",55.9
"$625,000","$525,162","$99,838",84.03
"$450,000","$461,227","$11,227",97.51
"$115,000","$679,511","$564,511",-390.88
"$399,000","$357,972","$41,028",89.72
"$579,000","$396,289","$182,711",68.44
"$367,000","$366,542",$458,99.88
"$399,990","$421,259","$21,269",94.68
"$599,990","$630,170","$30,180",94.97
"$350,000","$400,743","$50,743",85.5
"$419,900","$489,405","$69,505",83.45
"$639,490","$515,470","$124,020",80.61
"$739,000","$548,924","$190,076",74.28
"$325,000","$397,340","$72,340",77.74
"$369,000","$333,591","$35,409",90.4
"$521,275","$383,401","$137,874",73.55
"$274,990","$395,625","$120,635",56.13
"$479,900","$525,371","$45,471",90.52
"$349,900","$416,696","$66,796",80.91
"$299,000","$447,740","$148,740",50.25
"$499,000","$304,157","$194,843",60.95
"$157,000","$387,987","$230,987",-47.13
"$299,900","$284,613","$15,287",94.9
"$298,500","$274,862","$23,638",92.08
"$244,000","$257,766","$13,766",94.36
"$365,000","$301,751","$63,249",82.67
"$320,000","$296,828","$23,172",92.76
"$350,000","$307,080","$42,920",87.74
"$270,000","$419,772","$149,772",44.53
"$350,000","$355,414","$5,414",98.45
"$124,900","$282,490","$157,590",-26.17
"$175,000","$336,692","$161,692",7.6
"$315,000","$273,262","$41,738",86.75
"$159,900","$376,744","$216,844",-35.61
"$530,000","$440,324","$89,676",83.08
"$479,000","$391,638","$87,362",81.76
"$499,900","$375,579","$124,321",75.13
"$350,000","$270,807","$79,193",77.37
"$439,000","$392,634","$46,366",89.44
"$270,000","$331,331","$61,331",77.28
"$349,900","$298,564","$51,336",85.33
"$315,000","$271,692","$43,308",86.25
"$325,000","$294,352","$30,648",90.57
"$289,750","$261,226","$28,524",90.16
"$320,000","$280,795","$39,205",87.75
"$575,000","$395,157","$179,843",68.72
"$270,000","$331,463","$61,463",77.24
"$488,000","$422,741","$65,259",86.63
"$225,000","$393,565","$168,565",25.08
"$419,900","$327,136","$92,764",77.91
"$525,000","$377,117","$147,883",71.83
"$385,000","$317,301","$67,699",82.42
"$399,500","$283,759","$115,741",71.03
"$425,000","$398,171","$26,829",93.69
"$549,700","$370,457","$179,243",67.39
"$229,990","$332,754","$102,764",55.32
"$450,000","$258,018","$191,982",57.34
"$284,900","$295,610","$10,710",96.24
"$375,000","$419,761","$44,761",88.06
"$750,000","$470,809","$279,191",62.77
"$575,000","$497,907","$77,093",86.59
"$650,000","$609,713","$40,287",93.8
"$525,000","$366,184","$158,816",69.75
"$495,000","$544,703","$49,703",89.96
"$330,000","$431,824","$101,824",69.14
"$599,900","$424,976","$174,924",70.84
"$499,000","$602,397","$103,397",79.28
"$495,000","$479,557","$15,443",96.88
"$515,000","$433,764","$81,236",84.23
"$1,050,000","$769,824","$280,176",73.32
"$399,995","$408,039","$8,044",97.99
"$295,000","$436,536","$141,536",52.02
"$325,000","$400,278","$75,278",76.84
"$370,000","$353,502","$16,498",95.54
"$385,000","$401,070","$16,070",95.83
"$422,000","$556,893","$134,893",68.03
"$299,000","$398,326","$99,326",66.78
"$460,000","$498,723","$38,723",91.58
"$480,000","$551,846","$71,846",85.03
"$365,000","$414,813","$49,813",86.35
"$450,000","$495,740","$45,740",89.84
"$979,000","$691,127","$287,873",70.6
"$695,000","$481,603","$213,397",69.3
"$299,900","$421,104","$121,204",59.59
"$299,000","$384,860","$85,860",71.28
"$425,000","$424,513",$487,99.89
"$600,000","$377,901","$222,099",62.98
"$924,000","$605,862","$318,138",65.57
"$350,000","$381,945","$31,945",90.87
"$525,000","$479,025","$45,975",91.24
"$320,000","$325,687","$5,687",98.22
"$460,000","$398,412","$61,588",86.61
"$369,900","$299,683","$70,217",81.02
"$345,000","$295,942","$49,058",85.78
"$305,000","$209,168","$95,832",68.58
"$265,000","$320,489","$55,489",79.06
"$699,777","$347,855","$351,922",49.71
"$410,000","$238,174","$171,826",58.09
"$350,000","$251,049","$98,951",71.73
"$289,999","$283,791","$6,208",97.86
"$249,900","$238,388","$11,512",95.39
"$220,000","$225,533","$5,533",97.48
"$235,000","$220,501","$14,499",93.83
"$249,000","$239,949","$9,051",96.37
"$178,000","$235,423","$57,423",67.74
"$219,900","$205,375","$14,525",93.39
"$270,000","$210,485","$59,515",77.96
"$235,000","$223,522","$11,478",95.12
"$325,000","$266,204","$58,796",81.91
"$284,000","$224,425","$59,575",79.02
"$119,900","$268,006","$148,106",-23.52
"$224,500","$240,172","$15,672",93.02
"$240,000","$232,811","$7,189",97.0
"$160,000","$238,593","$78,593",50.88
"$245,000","$258,043","$13,043",94.68
"$189,000","$240,064","$51,064",72.98
"$225,900","$232,785","$6,885",96.95
"$219,500","$250,304","$30,804",85.97
"$235,000","$215,977","$19,023",91.91
"$250,000","$426,568","$176,568",29.37
"$199,000","$231,936","$32,936",83.45
"$259,900","$240,834","$19,066",92.66
"$334,900","$225,874","$109,026",67.45
"$230,000","$243,279","$13,279",94.23
"$259,000","$290,900","$31,900",87.68
"$234,700","$208,449","$26,251",88.82
"$319,000","$224,714","$94,286",70.44
"$265,000","$344,079","$79,079",70.16
"$189,000","$239,050","$50,050",73.52
"$211,000","$213,697","$2,697",98.72
"$225,000","$288,114","$63,114",71.95
"$254,999","$328,117","$73,118",71.33
"$364,990","$397,192","$32,202",91.18
"$165,000","$231,921","$66,921",59.44
"$384,900","$339,486","$45,414",88.2
"$249,000","$271,900","$22,900",90.8
"$134,900","$291,248","$156,348",-15.9
"$380,000","$359,306","$20,694",94.55
"$380,000","$360,669","$19,331",94.91
"$265,000","$250,459","$14,541",94.51
"$287,000","$297,662","$10,662",96.29
"$460,000","$357,802","$102,198",77.78
"$380,000","$337,369","$42,631",88.78
"$319,000","$384,538","$65,538",79.46
"$299,997","$290,541","$9,456",96.85
"$450,000","$509,553","$59,553",86.77
"$295,000","$273,697","$21,303",92.78
"$650,000","$376,690","$273,310",57.95
"$1,194,000","$775,193","$418,807",64.92
"$550,000","$497,554","$52,446",90.46
"$274,500","$478,553","$204,053",25.66
"$317,000","$362,722","$45,722",85.58
"$450,000","$448,500","$1,500",99.67
"$490,000","$470,664","$19,336",96.05
"$330,000","$358,823","$28,823",91.27
"$669,000","$585,817","$83,183",87.57
"$500,000","$343,148","$156,852",68.63
"$499,000","$499,218",$218,99.96
"$455,000","$390,516","$64,484",85.83
"$505,000","$670,638","$165,638",67.2
"$475,000","$438,845","$36,155",92.39
"$249,000","$300,285","$51,285",79.4
"$349,900","$285,087","$64,813",81.48
"$1,200,000","$918,122","$281,878",76.51
"$375,000","$500,702","$125,702",66.48
"$325,000","$298,413","$26,587",91.82
"$399,900","$469,508","$69,608",82.59
"$334,900","$629,490","$294,590",12.04
"$1,490,000","$886,884","$603,116",59.52
"$749,900","$752,282","$2,382",99.68
"$395,000","$313,443","$81,557",79.35
"$797,000","$668,568","$128,432",83.89
"$450,000","$320,873","$129,127",71.31
"$449,900","$378,987","$70,913",84.24
"$173,500","$305,396","$131,896",23.98
"$405,000","$322,303","$82,697",79.58
"$333,000","$261,485","$71,515",78.52
"$385,000","$318,285","$66,715",82.67
"$398,000","$334,103","$63,897",83.95
"$609,000","$407,704","$201,296",66.95
"$749,000","$399,469","$349,531",53.33
"$500,000","$469,508","$30,492",93.9
"$449,500","$531,359","$81,859",81.79
"$334,900","$317,623","$17,277",94.84
"$707,000","$941,763","$234,763",66.79
"$764,995","$660,530","$104,465",86.34
"$759,000","$942,939","$183,939",75.77
"$317,000","$292,194","$24,806",92.17
"$495,000","$506,355","$11,355",97.71
"$430,000","$989,797","$559,797",-30.19
"$419,900","$327,832","$92,068",78.07
"$199,900","$385,066","$185,166",7.37
"$449,900","$377,253","$72,647",83.85
"$599,990","$514,915","$85,075",85.82
"$432,500","$409,408","$23,092",94.66
"$449,900","$416,461","$33,439",92.57
"$259,500","$189,928","$69,572",73.19
"$235,000","$204,474","$30,526",87.01
"$330,000","$280,224","$49,776",84.92
"$230,000","$213,324","$16,676",92.75
"$264,500","$568,066","$303,566",-14.77
"$445,000","$336,153","$108,847",75.54
"$525,000","$479,104","$45,896",91.26
"$330,000","$313,418","$16,582",94.98
"$159,900","$185,884","$25,984",83.75
"$324,995","$413,319","$88,324",72.82
"$445,000","$558,246","$113,246",74.55
"$365,000","$314,172","$50,828",86.07
"$329,500","$495,739","$166,239",49.55
"$549,000","$355,287","$193,713",64.72
"$629,900","$487,054","$142,846",77.32
"$335,000","$313,085","$21,915",93.46
"$225,000","$252,042","$27,042",87.98
"$275,000","$245,912","$29,088",89.42
"$315,000","$319,916","$4,916",98.44
"$259,999","$245,428","$14,571",94.4
"$325,000","$272,145","$52,855",83.74
"$259,900","$247,220","$12,680",95.12
"$345,000","$285,289","$59,711",82.69
"$239,900","$232,143","$7,757",96.77
"$224,900","$252,569","$27,669",87.7
"$306,000","$308,549","$2,549",99.17
"$289,900","$238,123","$51,777",82.14
"$329,900","$271,556","$58,344",82.31
"$175,630","$232,371","$56,741",67.69
"$235,000","$237,148","$2,148",99.09
"$138,900","$242,879","$103,979",25.14
"$265,000","$240,922","$24,078",90.91
"$259,900","$231,452","$28,448",89.05
"$348,000","$282,179","$65,821",81.09
